depth,gamma_api,density_gcc,resistivity_ohmm,lithology_code,lithology_source
245.5,35.938,1.369,126.451,COAL,COAL
246.0,36.261,1.37,125.243,COAL,COAL
246.5,36.624,1.37,123.988,COAL,COAL
247.0,37.015,1.37,122.697,COAL,COAL
247.5,37.421,1.37,121.382,COAL,COAL
248.0,37.828,1.369,120.054,COAL,COAL
248.5,38.224,1.368,118.726,COAL,COAL
249.0,38.595,1.367,117.409,COAL,COAL
249.5,38.929,1.365,116.116,COAL,COAL
250.0,39.216,1.364,114.858,COAL,COAL
250.5,39.446,1.362,113.646,COAL,COAL
251.0,39.609,1.359,112.491,COAL,COAL
251.5,39.701,1.357,111.404,COAL,COAL
252.0,39.716,1.354,110.395,COAL,COAL
252.5,39.653,1.351,109.472,COAL,COAL
253.0,73.511,2.058,46.296,INTERCLATION,INTERCLATION
253.5,73.292,2.061,46.607,INTERCLATION,INTERCLATION
254.0,73.002,2.063,46.949,INTERCLATION,INTERCLATION
254.5,72.646,2.066,47.319,INTERCLATION,INTERCLATION
255.0,72.233,2.068,47.716,INTERCLATION,INTERCLATION
255.5,71.772,2.07,48.14,INTERCLATION,INTERCLATION
256.0,71.275,2.073,48.589,INTERCLATION,INTERCLATION
256.5,70.754,2.075,49.061,INTERCLATION,INTERCLATION
257.0,70.223,2.077,49.554,INTERCLATION,INTERCLATION
257.5,35.694,1.321,106.37,SHCOAL,SH COAL
258.0,91.181,2.274,48.806,SANDYSH,SANDY SHALE
258.5,34.697,1.317,107.219,SHCOAL,SH COAL
259.0,34.255,1.315,107.818,SHCOAL,SH COAL
259.5,33.866,1.313,108.527,SHCOAL,SH COAL
260.0,33.54,1.312,109.34,COAL,COAL
260.5,67.285,2.09,53.447,INTERCLATION,INTERCLATION
261.0,67.109,2.091,54.042,INTERCLATION,INTERCLATION
261.5,67.015,2.093,54.641,INTERCLATION,INTERCLATION
262.0,67.007,2.094,55.241,INTERCLATION,INTERCLATION
262.5,67.084,2.095,55.84,INTERCLATION,INTERCLATION
263.0,67.244,2.096,56.436,INTERCLATION,INTERCLATION
263.5,67.484,2.097,57.027,INTERCLATION,INTERCLATION
264.0,67.796,2.098,57.61,INTERCLATION,INTERCLATION
264.5,68.173,2.098,58.184,INTERCLATION,INTERCLATION
265.0,68.606,2.099,58.747,INTERCLATION,INTERCLATION
265.5,69.082,2.099,59.296,INTERCLATION,INTERCLATION
266.0,69.591,2.1,59.83,INTERCLATION,INTERCLATION
266.5,70.118,2.1,60.346,INTERCLATION,INTERCLATION
267.0,70.65,2.1,60.843,INTERCLATION,INTERCLATION
267.5,71.174,2.1,61.32,INTERCLATION,INTERCLATION
268.0,71.677,2.1,61.773,INTERCLATION,INTERCLATION
268.5,72.145,2.099,62.202,INTERCLATION,INTERCLATION
269.0,72.569,2.099,62.605,INTERCLATION,INTERCLATION
269.5,72.937,2.098,62.981,INTERCLATION,INTERCLATION
270.0,73.241,2.098,63.328,INTERCLATION,INTERCLATION
270.5,73.473,2.097,63.645,INTERCLATION,INTERCLATION
271.0,68.631,2.36,80.275,SST,SANDSTONE
271.5,68.71,2.36,79.385,SST,SANDSTONE
272.0,68.71,2.36,78.488,SST,SANDSTONE
272.5,68.633,2.361,77.589,SST,SANDSTONE
273.0,68.483,2.361,76.691,SST,SANDSTONE
273.5,68.266,2.362,75.801,SST,SANDSTONE
274.0,67.99,2.363,74.923,SST,SANDSTONE
274.5,67.664,2.364,74.063,SST,SANDSTONE
275.0,67.299,2.365,73.224,SST,SANDSTONE
275.5,66.907,2.366,72.413,SST,SANDSTONE
276.0,66.501,2.368,71.633,SST,SANDSTONE
276.5,66.094,2.369,70.889,SST,SANDSTONE
277.0,65.7,2.371,70.184,SST,SANDSTONE
277.5,65.33,2.373,69.524,SST,SANDSTONE
278.0,35.998,1.369,127.755,SHCOAL,SH COAL
278.5,35.715,1.368,126.614,SHCOAL,SH COAL
279.0,35.49,1.367,125.414,SHCOAL,SH COAL
279.5,35.333,1.365,124.165,COAL,COAL
280.0,35.249,1.363,122.878,COAL,COAL
280.5,35.243,1.361,121.566,COAL,COAL
281.0,91.317,2.25,34.637,SHALE,SHALE
281.5,35.473,1.356,118.91,COAL,COAL
282.0,35.707,1.354,117.591,COAL,COAL
282.5,92.016,2.241,35.382,CARBSHL,CARB SHALE
283.0,92.393,2.238,35.688,SHALE,SHALE
283.5,36.83,1.345,113.811,COAL,COAL
284.0,37.318,1.342,112.648,COAL,COAL
284.5,37.845,1.338,111.551,COAL,COAL
285.0,38.4,1.335,110.53,COAL,COAL
285.5,38.968,1.332,109.594,COAL,COAL
286.0,39.537,1.329,108.753,COAL,COAL
286.5,40.093,1.326,108.013,COAL,COAL
287.0,40.622,1.324,107.381,COAL,COAL
287.5,41.113,1.321,106.863,COAL,COAL
288.0,41.553,1.319,106.463,COAL,COAL
288.5,41.932,1.317,106.185,COAL,COAL
289.0,42.241,1.315,106.032,COAL,COAL
289.5,98.474,2.237,41.487,CARBSHL,CARB SHALE
290.0,42.626,1.312,106.104,SHCOAL,SH COAL
290.5,42.693,1.311,106.329,SHCOAL,SH COAL
291.0,42.675,1.31,106.676,SHCOAL,SH COAL
291.5,42.574,1.31,107.144,COAL,COAL
292.0,42.394,1.31,107.728,COAL,COAL
292.5,42.14,1.31,108.423,COAL,COAL
293.0,41.821,1.311,109.222,COAL,COAL
293.5,97.445,2.262,45.522,CARBSHL,CARB SHALE
294.0,41.024,1.313,111.103,COAL,COAL
294.5,96.57,2.27,46.424,CARBSHL,CARB SHALE
295.0,40.095,1.317,113.304,SHCOAL,SH COAL
295.5,39.612,1.319,114.501,SHCOAL,SH COAL
296.0,39.136,1.321,115.747,COAL,COAL
296.5,38.68,1.324,117.031,COAL,COAL
297.0,38.255,1.327,118.343,COAL,COAL
297.5,37.873,1.33,119.669,COAL,COAL
298.0,37.545,1.333,120.998,COAL,COAL
298.5,37.279,1.336,122.318,COAL,COAL
299.0,93.083,2.307,49.369,CARBSHL,CARB SHALE
299.5,36.961,1.342,124.884,COAL,COAL
300.0,92.915,2.314,49.71,SHALE,SHALE
300.5,36.947,1.348,127.274,SHCOAL,SH COAL
301.0,93.055,2.319,49.922,SHALE,SHALE
301.5,93.236,2.322,49.978,SHALE,SHALE
302.0,93.482,2.324,50.0,SHALE,SHALE
302.5,37.788,1.359,131.192,SHCOAL,SH COAL
303.0,38.143,1.361,131.939,COAL,COAL
303.5,38.536,1.364,132.579,COAL,COAL
304.0,38.956,1.365,133.105,COAL,COAL
304.5,39.39,1.367,133.513,COAL,COAL
305.0,39.824,1.368,133.799,COAL,COAL
305.5,40.246,1.369,133.961,COAL,COAL
306.0,40.642,1.37,133.997,COAL,COAL
306.5,41.001,1.37,133.907,COAL,COAL
307.0,41.309,1.37,133.691,COAL,COAL
307.5,41.558,1.37,133.352,SHCOAL,SH COAL
308.0,41.739,1.369,132.892,COAL,COAL
308.5,41.844,1.368,132.316,COAL,COAL
309.0,97.87,2.318,46.972,ISST>SH,ISST>SH
309.5,70.813,2.449,85.72,SST,SANDSTONE
310.0,70.673,2.447,85.01,SST,SANDSTONE
310.5,70.451,2.444,84.261,SST,SANDSTONE
311.0,70.152,2.44,83.476,SST,SANDSTONE
311.5,69.782,2.437,82.661,SST,SANDSTONE
312.0,69.348,2.434,81.819,SST,SANDSTONE
312.5,68.859,2.431,80.956,SST,SANDSTONE
313.0,68.328,2.428,80.076,SST,SANDSTONE
313.5,67.766,2.424,79.185,SST,SANDSTONE
314.0,94.186,2.281,42.166,SHALE,SHALE
314.5,93.602,2.277,41.646,SHALE,SHALE
315.0,93.027,2.273,41.127,SHALE,SHALE
315.5,92.475,2.269,40.613,SHSST,SHALY SANDSTONE
316.0,64.958,2.408,74.729,SST,SANDSTONE
316.5,91.488,2.261,39.603,SHSST,SHALY SANDSTONE
317.0,91.076,2.257,39.112,SHSST,SHALY SANDSTONE
317.5,90.731,2.253,38.634,SHSST,SHALY SANDSTONE
318.0,90.459,2.25,38.17,SHSST,SHALY SANDSTONE
318.5,90.267,2.246,37.721,SHALE,SHALE
319.0,90.157,2.243,37.291,SHALE,SHALE
319.5,34.13,1.313,108.109,COAL,COAL
320.0,90.185,2.238,36.493,SHALE,SHALE
320.5,34.319,1.311,106.928,COAL,COAL
321.0,90.525,2.234,35.787,CARBSHL,CARB SHALE
321.5,34.796,1.31,106.216,SHCOAL,SH COAL
322.0,35.124,1.31,106.046,SHCOAL,SH COAL
322.5,91.498,2.231,34.928,SHALE,SHALE
323.0,91.905,2.23,34.7,SHALE,SHALE
323.5,36.332,1.312,106.29,COAL,COAL
324.0,92.768,2.23,34.337,CARBSHL,CARB SHALE
324.5,37.199,1.315,107.072,COAL,COAL
325.0,37.61,1.317,107.64,SHCOAL,SH COAL
325.5,93.991,2.233,34.037,SHALE,SHALE
326.0,38.329,1.322,109.105,COAL,COAL
326.5,38.614,1.324,109.988,COAL,COAL
327.0,38.838,1.327,110.961,SHCOAL,SH COAL
327.5,94.992,2.242,34.107,CARBSHL,CARB SHALE
328.0,39.073,1.333,113.143,COAL,COAL
328.5,39.077,1.336,114.332,SHCOAL,SH COAL
329.0,39.004,1.339,115.571,SHCOAL,SH COAL
329.5,94.854,2.255,34.707,SHALE,SHALE
330.0,94.632,2.258,34.936,SHALE,SHALE
330.5,38.343,1.349,119.484,COAL,COAL
331.0,93.994,2.266,35.482,SHALE,SHALE
331.5,93.596,2.27,35.797,SHALE,SHALE
332.0,37.158,1.357,123.439,COAL,COAL
332.5,92.692,2.279,36.504,SHALE,SHALE
333.0,36.213,1.362,125.94,COAL,COAL
333.5,91.732,2.287,37.304,SHALE,SHALE
334.0,119.673,2.47,35.986,SHALE,SHALE
334.5,119.994,2.469,35.842,COAL,COAL
335.0,119.826,2.468,35.544,SHCOAL,SH COAL
335.5,119.211,2.466,35.104,SHCOAL,SH COAL
336.0,118.3,2.463,34.541,SHCOAL,SH COAL
336.5,117.315,2.459,33.877,COAL,COAL
337.0,116.498,2.456,33.138,COAL,COAL
337.5,116.049,2.452,32.353,COAL,COAL
338.0,116.077,2.448,31.555,COAL,COAL
338.5,33.42,1.368,133.946,COAL,COAL
339.0,33.601,1.366,134.0,COAL,COAL
339.5,33.863,1.365,133.927,SHCOAL,SH COAL
340.0,90.198,2.327,43.728,CARBSHL,CARB SHALE
340.5,34.601,1.36,133.406,COAL,COAL
341.0,35.06,1.358,132.963,SHCOAL,SH COAL
341.5,91.566,2.33,45.209,SHALE,SHALE
342.0,36.107,1.353,131.731,COAL,COAL
342.5,36.669,1.35,130.953,COAL,COAL
343.0,37.239,1.347,130.077,COAL,COAL
343.5,37.804,1.344,129.109,COAL,COAL
344.0,94.35,2.327,47.381,SHALE,SHALE
344.5,38.864,1.337,126.937,COAL,COAL
345.0,39.335,1.334,125.753,COAL,COAL
345.5,95.752,2.321,48.426,CARBSHL,CARB SHALE
346.0,96.105,2.318,48.722,SHALE,SHALE
346.5,96.387,2.315,48.989,SHALE,SHALE
347.0,96.593,2.312,49.227,SHALE,SHALE
347.5,96.719,2.309,49.435,SHALE,SHALE
348.0,96.764,2.305,49.611,SHALE,SHALE
348.5,96.73,2.302,49.755,SHALE,SHALE
349.0,40.618,1.314,115.377,COAL,COAL
349.5,40.435,1.313,114.144,COAL,COAL
350.0,40.188,1.312,112.964,COAL,COAL
350.5,39.886,1.311,111.848,COAL,COAL
351.0,39.539,1.31,110.805,COAL,COAL
351.5,39.159,1.31,109.845,COAL,COAL
352.0,38.759,1.31,108.977,SHCOAL,SH COAL
352.5,38.35,1.311,108.208,SHCOAL,SH COAL
353.0,37.948,1.311,107.545,SHCOAL,SH COAL
353.5,37.565,1.312,106.995,SHCOAL,SH COAL
354.0,37.212,1.314,106.562,SHCOAL,SH COAL
354.5,36.903,1.316,106.25,COAL,COAL
355.0,36.648,1.317,106.062,COAL,COAL
355.5,92.454,2.246,48.311,SANDYSH,SANDY SHALE
356.0,92.33,2.243,47.978,SANDYSH,SANDY SHALE
356.5,92.281,2.24,47.62,SANDYSH,SANDY SHALE
357.0,92.31,2.238,47.238,SANDYSH,SANDY SHALE
357.5,65.417,2.48,75.406,SST,SANDSTONE
358.0,65.603,2.48,74.535,SST,SANDSTONE
358.5,65.862,2.479,73.684,SST,SANDSTONE
359.0,66.19,2.479,72.857,SST,SANDSTONE
359.5,66.579,2.478,72.059,SST,SANDSTONE
360.0,67.02,2.477,71.295,SST,SANDSTONE
360.5,94.503,2.23,44.048,SHALE,SHALE
361.0,95.015,2.23,43.541,ISH>SST,ISH>SST
361.5,68.543,2.473,69.243,SST,SANDSTONE
362.0,69.075,2.471,68.653,SST,SANDSTONE
362.5,40.597,1.36,116.672,SHCOAL,SH COAL
363.0,41.095,1.362,117.977,COAL,COAL
363.5,41.557,1.364,119.3,COAL,COAL
364.0,41.971,1.366,120.629,COAL,COAL
364.5,42.325,1.367,121.953,COAL,COAL
365.0,42.612,1.368,123.259,COAL,COAL
365.5,98.824,2.248,38.95,SHALE,SHALE
366.0,42.954,1.37,125.772,COAL,COAL
366.5,99.0,2.255,38.017,CARBSHL,CARB SHALE
367.0,42.96,1.37,128.077,COAL,COAL
367.5,42.836,1.369,129.125,COAL,COAL
368.0,42.631,1.369,130.091,COAL,COAL
368.5,42.35,1.367,130.966,COAL,COAL
369.0,42.0,1.366,131.742,COAL,COAL
369.5,97.59,2.279,35.679,CARBSHL,CARB SHALE
370.0,41.132,1.362,132.971,COAL,COAL
370.5,40.636,1.36,133.412,COAL,COAL
371.0,40.116,1.358,133.732,COAL,COAL
371.5,39.584,1.355,133.929,COAL,COAL
372.0,39.055,1.352,134.0,COAL,COAL
372.5,38.541,1.349,133.944,COAL,COAL
373.0,38.056,1.346,133.763,COAL,COAL
373.5,37.611,1.343,133.458,COAL,COAL
374.0,93.218,2.314,34.022,CARBSHL,CARB SHALE
374.5,92.885,2.317,34.0,CARBSHL,CARB SHALE
375.0,36.62,1.334,131.83,COAL,COAL
375.5,92.429,2.322,34.058,CARBSHL,CARB SHALE
376.0,36.315,1.328,130.204,COAL,COAL
376.5,92.281,2.326,34.249,CARBSHL,CARB SHALE
377.0,36.324,1.322,128.21,COAL,COAL
377.5,36.442,1.32,127.097,COAL,COAL
378.0,36.63,1.318,125.92,COAL,COAL
378.5,92.882,2.33,35.019,SHALE,SHALE
379.0,37.187,1.314,123.418,COAL,COAL
379.5,37.536,1.313,122.115,COAL,COAL
380.0,93.918,2.329,35.909,CARBSHL,CARB SHALE
380.5,38.319,1.311,119.463,SHCOAL,SH COAL
381.0,38.727,1.31,118.138,COAL,COAL
381.5,39.129,1.31,116.831,COAL,COAL
382.0,95.511,2.323,37.447,SHALE,SHALE
382.5,95.861,2.321,37.884,SHALE,SHALE
383.0,96.167,2.318,38.338,SHALE,SHALE
383.5,96.419,2.315,38.808,ISH>SST,ISH>SST
384.0,40.607,1.314,110.945,COAL,COAL
384.5,40.724,1.316,109.973,SHCOAL,SH COAL
385.0,40.764,1.318,109.091,COAL,COAL
385.5,40.725,1.32,108.308,SHCOAL,SH COAL
386.0,40.605,1.323,107.63,COAL,COAL
386.5,40.405,1.325,107.064,COAL,COAL
387.0,96.129,2.289,42.356,ISSST>SH,ISSST>SH
387.5,95.781,2.285,42.874,SHALE,SHALE
388.0,95.369,2.281,43.389,SHALE,SHALE
388.5,67.902,2.363,89.855,SST,SANDSTONE
389.0,67.391,2.364,89.683,SST,SANDSTONE
389.5,66.847,2.366,89.444,SST,SANDSTONE
390.0,66.283,2.367,89.142,SST,SANDSTONE
390.5,65.712,2.369,88.776,SST,SANDSTONE
391.0,65.149,2.37,88.35,SST,SANDSTONE
391.5,64.607,2.372,87.866,SST,SANDSTONE
392.0,91.097,2.249,47.12,ISH>SST,ISH>SST
392.5,90.634,2.246,47.509,SHALE,SHALE
393.0,34.227,1.363,110.682,COAL,COAL
393.5,33.886,1.364,111.716,COAL,COAL
394.0,33.618,1.366,112.823,COAL,COAL
394.5,33.431,1.368,113.996,COAL,COAL
395.0,33.326,1.369,115.223,COAL,COAL
395.5,33.307,1.369,116.493,COAL,COAL
396.0,33.371,1.37,117.794,SHCOAL,SH COAL
396.5,89.517,2.23,49.663,ISH>SST,ISH>SST
397.0,89.739,2.23,49.796,SANDYSH,SANDY SHALE
397.5,90.031,2.23,49.896,SANDYSH,SANDY SHALE
398.0,90.383,2.23,49.963,SANDYSH,SANDY SHALE
398.5,90.786,2.231,49.996,SANDYSH,SANDY SHALE
399.0,91.227,2.232,49.995,SANDYSH,SANDY SHALE
399.5,91.695,2.233,49.961,SANDYSH,SANDY SHALE
400.0,92.176,2.235,49.893,SANDYSH,SANDY SHALE
400.5,92.656,2.237,49.792,SANDYSH,SANDY SHALE
401.0,93.123,2.239,49.657,SANDYSH,SANDY SHALE
401.5,93.563,2.242,49.491,ISH>SST,ISH>SST
402.0,93.965,2.245,49.293,ISH>SST,ISH>SST
402.5,94.318,2.248,49.063,ISH>SST,ISH>SST
403.0,67.612,2.44,69.735,SST,SANDSTONE
403.5,94.84,2.255,48.517,SHALE,SHALE
404.0,94.995,2.259,48.202,CARBSHL,CARB SHALE
404.5,39.074,1.336,133.909,COAL,COAL
405.0,39.076,1.333,133.997,COAL,COAL
405.5,95.001,2.271,47.105,CARBSHL,CARB SHALE
406.0,38.852,1.327,133.796,COAL,COAL
406.5,38.634,1.325,133.508,COAL,COAL
407.0,94.353,2.284,45.815,SHALE,SHALE
407.5,38.019,1.32,132.57,COAL,COAL
408.0,93.641,2.292,44.871,SHALE,SHALE
408.5,93.231,2.296,44.38,ISH>SST,ISH>SST
409.0,92.802,2.3,43.879,ISH>SST,ISH>SST
409.5,92.366,2.304,43.37,ISH>SST,ISH>SST
410.0,64.937,2.474,66.341,SST,SANDSTONE
410.5,64.528,2.475,66.587,SST,SANDSTONE
411.0,64.151,2.477,66.896,SST,SANDSTONE
411.5,63.82,2.478,67.268,SST,SANDSTONE
412.0,63.543,2.478,67.701,SST,SANDSTONE
412.5,63.332,2.479,68.191,SST,SANDSTONE
413.0,63.193,2.48,68.737,SST,SANDSTONE
413.5,34.132,1.313,119.647,COAL,COAL
414.0,34.152,1.314,118.321,COAL,COAL
414.5,90.256,2.329,38.32,ISH>SST,ISH>SST
415.0,63.442,2.48,71.405,SST,SANDSTONE
415.5,63.707,2.479,72.175,SST,SANDSTONE
416.0,64.047,2.479,72.977,SST,SANDSTONE
416.5,64.454,2.478,73.808,SST,SANDSTONE
417.0,64.92,2.477,74.662,SST,SANDSTONE
417.5,65.434,2.476,75.535,SST,SANDSTONE
418.0,65.984,2.475,76.422,SST,SANDSTONE
418.5,66.558,2.473,77.318,SST,SANDSTONE
419.0,67.142,2.472,78.218,SST,SANDSTONE
419.5,67.722,2.47,79.116,SST,SANDSTONE
420.0,95.286,2.318,34.564,ISH>SST,ISH>SST
420.5,68.82,2.466,80.889,SST,SANDSTONE
421.0,74.312,2.002,57.518,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
421.5,74.751,2.002,58.094,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
422.0,75.126,2.001,58.658,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
422.5,75.431,2.001,59.21,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
423.0,75.658,2.0,59.746,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
423.5,70.805,2.451,85.668,SST,SANDSTONE
424.0,70.868,2.448,86.338,SST,SANDSTONE
424.5,70.849,2.445,86.961,SST,SANDSTONE
425.0,70.749,2.442,87.534,SST,SANDSTONE
425.5,70.574,2.439,88.053,SST,SANDSTONE
426.0,70.33,2.436,88.516,SST,SANDSTONE
426.5,75.026,2.001,62.923,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
427.0,74.671,2.002,63.274,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
427.5,74.278,2.003,63.596,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
428.0,73.857,2.004,63.887,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
428.5,73.423,2.005,64.146,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
429.0,72.989,2.006,64.372,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
429.5,72.567,2.007,64.564,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
430.0,72.172,2.008,64.722,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
430.5,71.813,2.01,64.845,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
431.0,71.504,2.011,64.932,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
431.5,71.252,2.013,64.984,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
432.0,71.067,2.015,65.0,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
432.5,70.953,2.017,64.98,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
433.0,70.915,2.018,64.924,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
433.5,70.954,2.02,64.832,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
434.0,71.071,2.023,64.704,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
434.5,71.262,2.025,64.542,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
435.0,71.522,2.027,64.346,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
435.5,66.846,2.378,85.247,SST,SANDSTONE
436.0,67.224,2.375,84.51,SST,SANDSTONE
436.5,67.646,2.373,83.737,SST,SANDSTONE
437.0,68.1,2.371,82.931,SST,SANDSTONE
437.5,68.575,2.369,82.097,SST,SANDSTONE
438.0,69.058,2.368,81.241,SST,SANDSTONE
438.5,69.534,2.366,80.366,SST,SANDSTONE
439.0,69.99,2.365,79.478,SST,SANDSTONE
439.5,70.414,2.364,78.581,SST,SANDSTONE
440.0,70.794,2.363,77.681,SST,SANDSTONE
440.5,71.118,2.362,76.783,SST,SANDSTONE
441.0,71.377,2.361,75.892,SST,SANDSTONE
441.5,71.563,2.361,75.013,SST,SANDSTONE
442.0,71.67,2.36,74.151,SST,SANDSTONE
442.5,71.694,2.36,73.31,SST,SANDSTONE
443.0,71.634,2.36,72.495,SST,SANDSTONE
443.5,71.489,2.36,71.712,SST,SANDSTONE
444.0,71.262,2.361,70.964,SST,SANDSTONE
444.5,75.958,2.073,55.67,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
445.0,75.584,2.075,55.071,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
445.5,75.148,2.077,54.471,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
446.0,74.661,2.079,53.873,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
446.5,74.134,2.081,53.279,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
447.0,73.58,2.083,52.692,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
447.5,73.012,2.085,52.112,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
448.0,72.443,2.086,51.544,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
448.5,71.887,2.088,50.987,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
449.0,71.357,2.09,50.445,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
449.5,70.866,2.091,49.919,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
450.0,70.424,2.093,49.412,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
450.5,70.042,2.094,48.925,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
451.0,69.728,2.095,48.46,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
451.5,69.488,2.096,48.018,CONGLOMERATIC CANDSTONE,CONGLOMERATIC CANDSTONE
452.0,64.326,2.389,66.39,SST,SANDSTONE
452.5,64.246,2.392,66.65,SST,SANDSTONE
453.0,64.246,2.395,66.974,SST,SANDSTONE
453.5,64.324,2.398,67.36,SST,SANDSTONE
454.0,64.476,2.401,67.806,SST,SANDSTONE
454.5,64.696,2.404,68.309,SST,SANDSTONE
455.0,64.975,2.407,68.867,SST,SANDSTONE
455.5,65.303,2.41,69.475,SST,SANDSTONE
456.0,65.67,2.414,70.132,SST,SANDSTONE
456.5,66.064,2.417,70.833,SST,SANDSTONE
457.0,66.47,2.42,71.575,SST,SANDSTONE
457.5,66.877,2.424,72.352,SST,SANDSTONE
458.0,67.27,2.427,73.161,SST,SANDSTONE
458.5,67.637,2.43,73.998,SST,SANDSTONE
459.0,67.967,2.433,74.857,SST,SANDSTONE
459.5,68.247,2.437,75.733,SST,SANDSTONE
460.0,68.469,2.44,76.623,SST,SANDSTONE
460.5,68.624,2.443,77.52,SST,SANDSTONE
461.0,68.707,2.446,78.419,SST,SANDSTONE
461.5,68.712,2.449,79.317,SST,SANDSTONE
462.0,39.64,1.351,117.43,COAL,COAL
462.5,68.488,2.454,81.085,SST,SANDSTONE
463.0,68.261,2.457,81.945,SST,SANDSTONE
463.5,67.962,2.46,82.783,SST,SANDSTONE
464.0,67.599,2.462,83.594,SST,SANDSTONE
464.5,67.18,2.464,84.374,SST,SANDSTONE
465.0,66.714,2.466,85.118,SST,SANDSTONE
465.5,66.213,2.468,85.822,SST,SANDSTONE
466.0,92.69,2.249,35.785,ISH>SST,ISH>SST
466.5,92.158,2.245,35.471,ISH>SST,ISH>SST
467.0,91.63,2.242,35.184,ISH>SST,ISH>SST
467.5,35.12,1.319,130.614,COAL,COAL
468.0,63.641,2.476,88.611,SST,SANDSTONE
468.5,63.205,2.477,89.001,SST,SANDSTONE
469.0,62.823,2.478,89.33,SST,SANDSTONE
469.5,62.505,2.479,89.594,SST,SANDSTONE
470.0,62.26,2.479,89.793,SST,SANDSTONE
470.5,62.093,2.48,89.926,SST,SANDSTONE
471.0,62.01,2.48,89.992,SST,SANDSTONE
471.5,62.012,2.48,89.991,SST,SANDSTONE
472.0,62.099,2.48,89.922,SST,SANDSTONE
472.5,62.269,2.479,89.786,SST,SANDSTONE
473.0,62.518,2.479,89.584,SST,SANDSTONE
473.5,62.838,2.478,89.316,SST,SANDSTONE
474.0,63.223,2.477,88.985,SST,SANDSTONE
474.5,63.661,2.476,88.593,SST,SANDSTONE
475.0,64.142,2.475,88.14,SST,SANDSTONE
475.5,64.654,2.474,87.631,SST,SANDSTONE
476.0,65.182,2.472,87.068,SST,SANDSTONE
476.5,36.714,1.327,127.569,COAL,COAL
477.0,37.236,1.329,126.418,COAL,COAL
477.5,93.735,2.256,36.507,SHALE,SHALE
478.0,67.199,2.464,84.34,SST,SANDSTONE
478.5,67.616,2.462,83.559,SST,SANDSTONE
479.0,67.977,2.459,82.746,SST,SANDSTONE
479.5,68.273,2.457,81.907,SST,SANDSTONE
480.0,68.497,2.454,81.046,SST,SANDSTONE
480.5,68.644,2.451,80.168,SST,SANDSTONE
481.0,68.714,2.449,79.277,SST,SANDSTONE
481.5,68.705,2.446,78.38,SST,SANDSTONE
482.0,68.619,2.443,77.48,SST,SANDSTONE
482.5,68.46,2.44,76.583,SST,SANDSTONE
483.0,68.236,2.436,75.694,SST,SANDSTONE
483.5,38.953,1.365,110.367,COAL,COAL
484.0,38.622,1.367,109.447,COAL,COAL
484.5,94.253,2.312,43.22,SHSST,SHALY SANDSTONE
485.0,93.859,2.315,43.731,SHSST,SHALY SANDSTONE
485.5,93.452,2.318,44.235,SHSST,SHALY SANDSTONE
